id,number,text_strategy,source,status,http_status,n_chars,title_match,title_seen,text
ref-b242461d,74,manual,web_page,ok,200,366,,OpenDP,"OpenDP is a community effort to build trustworthy, open-source software tools for statistical analysis of sensitive private data. These tools, which we call OpenDP, offer the rigorous protections of differential privacy for the individuals who may be represented in confidential data and statistically valid methods of analysis for researchers who study the data...."
ref-4662b558,75,abstract,semantic_scholar_title,ok,200,74,1.0,Understanding database reconstruction attacks on public data,These attacks on statistical databases are no longer a theoretical danger.
ref-e0b24f9f,76,abstract,web_page,ok,200,1403,1.0,[2003.14053] Inverting Gradients -- How easy is it to break privacy in federated learning?,"The idea of federated learning is to collaboratively train a neural network on a server. Each user receives the current weights of the network and in turns sends parameter updates (gradients) based on local data. This protocol has been designed not only to train neural networks data-efficiently, but also to provide privacy benefits for users, as their input data remains on device and only parameter gradients are shared. But how secure is sharing parameter gradients? Previous attacks have provided a false sense of security, by succeeding only in contrived settings - even for a single image. However, by exploiting a magnitude-invariant loss along with optimization strategies based on adversarial attacks, we show that is is actually possible to faithfully reconstruct images at high resolution from the knowledge of their parameter gradients, and demonstrate that such a break of privacy is possible even for trained deep networks. We analyze the effects of architecture as well as parameters on the difficulty of reconstructing an input image and prove that any input to a fully connected layer can be reconstructed analytically independent of the remaining architecture. Finally we discuss settings encountered in practice and show that even averaging gradients over several iterations or several images does not protect the user's privacy in federated learning applications in computer vision."
ref-8c93b8c7,77,abstract,openalex,ok,200,525,1.0,Fully homomorphic encryption using ideal lattices,"We propose a fully homomorphic encryption scheme -- i.e., a scheme that allows one to evaluate circuits over encrypted data without being able to decrypt. Our solution comes in three steps. First, we provide a general result -- that, to construct an encryption scheme that permits evaluation of arbitrary circuits, it suffices to construct an encryption scheme that can evaluate (slightly augmented versions of) its own decryption circuit; we call a scheme that can evaluate its (augmented) decryption circuit bootstrappable."
ref-ad359e15,78,summary,pdf,ok,200,1416,,,"Combining Cryptography and Other Techniques for Various Privacy-Preserving Applications Mariya Georgieva Belorgey, Sergiu Carpov Presented at the NIST Crypto Reading Club on 2024-May-15 1/45 Privacy-EnhancingTechnologies Privacy-Enhancing Technologies 2/45 Privacy-EnhancingTechnologies Privacy-Enhancing Technologies (PETs) Primary Goal: They enable the computation of an arbitrary function without revealing the input data. Examples of PETS Fully Homomorphic Encryption (FHE) Secure Multi-Party Computation (MPC) Federated Learning (FL) Differential Privacy (DP) Trusted Execution Environments (TEEs) 3/45 Privacy-EnhancingTechnologies PETs use-cases Physics/Astronautics Predict trajectories: are satellites on a collision course? Iridium 33 and Kosmos-2251 Satellite Collision in 2009 Need to evaluate non-linear functions with high precision on secret trajectories Medicine/Genomic Predictive healthcare Find the right dosage for a cure Need to evaluate/train machine learning algorithms on secret medical data Finance/Banking Fraud detection, risk scoring Investment Banking and Hedge Funds Detect loops in transaction graphs 4/45 Privacy-EnhancingTechnologies Input vs Output Privacy Input Privacy Allows forward computation from input data without disclosing it. Output Privacy Privacy prevents backward inference from disclosed output results. 5/45 Privacy-EnhancingTechnologies PETs *inspiredbyN.Smart 6/45"
ref-9e3c8f43,79,abstract,web_page,ok,200,1500,1.0,Frontiers | Trusted Execution Environments: Applications and Organizational Challenges,"A lack of trust in the providers is still a major barrier to cloud computing adoption – especially when sensitive data is involved. While current privacy-enh... Volume 4 - 2022 | https://doi.org/10.3389/fcomp.2022.930741 National University of Malaysia, Malaysia View in article MINI REVIEW article Front. Comput. Sci. , 07 July 2022 Volume 4 - 2022 | https://doi.org/10.3389/fcomp.2022.930741 1. School of Management and Law, Institute for Business Information Technology, ZHAW Zurich University of Applied Sciences, Winterthur, Switzerland 2. dq technologies AG, Zurich, Switzerland A lack of trust in the providers is still a major barrier to cloud computing adoption – especially when sensitive data is involved. While current privacy-enhancing technologies, such as homomorphic encryption, can increase security, they come with a considerable performance overhead. As an alternative Trusted Executing Environment (TEE) provides trust guarantees for code execution in the cloud similar to transport layer security for data transport or advanced encryption standard algorithms for data storage. Cloud infrastructure providers like Amazon, Google, and Microsoft introduced TEEs as part of their infrastructure offerings. This review will shed light on the different technological options of TEEs, as well as give insight into organizational issues regarding their usage. Over the last two decades, the adoption of cloud computing by organizations has increased steadily (Mell and Grance, 2011 ; Gar"
ref-7f0db960,80,abstract,arxiv,ok,200,719,1.0,On the Differential Privacy and Interactivity of Privacy Sandbox Reports,"The Privacy Sandbox initiative from Google includes APIs for enabling privacy-preserving advertising functionalities as part of the effort around limiting third-party cookies. In particular, the Private Aggregation API (PAA) and the Attribution Reporting API (ARA) can be used for ad measurement while providing different guardrails for safeguarding user privacy, including a framework for satisfying differential privacy (DP). In this work, we provide an abstract model for analyzing the privacy of these APIs and show that they satisfy a formal DP guarantee under certain assumptions. Our analysis handles the case where both the queries and database can change interactively based on previous responses from the API."
ref-41568c27,81,abstract,web_page,ok,200,1343,1.0,[2206.12100] zPROBE: Zero Peek Robustness Checks for Federated Learning,"Privacy-preserving federated learning allows multiple users to jointly train a model with coordination of a central server. The server only learns the final aggregation result, thus the users' (private) training data is not leaked from the individual model updates. However, keeping the individual updates private allows malicious users to perform Byzantine attacks and degrade the accuracy without being detected. Best existing defenses against Byzantine workers rely on robust rank-based statistics, e.g., median, to find malicious updates. However, implementing privacy-preserving rank-based statistics is nontrivial and not scalable in the secure domain, as it requires sorting all individual updates. We establish the first private robustness check that uses high break point rank-based statistics on aggregated model updates. By exploiting randomized clustering, we significantly improve the scalability of our defense without compromising privacy. We leverage our statistical bounds in zero-knowledge proofs to detect and remove malicious updates without revealing the private user updates. Our novel framework, zPROBE, enables Byzantine resilient and secure federated learning. Empirical evaluations demonstrate that zPROBE provides a low overhead solution to defend against state-of-the-art Byzantine attacks while preserving privacy."
ref-b0461991,82,abstract,web_page,ok,200,200,1.0,CryptoNets: Applying Neural Networks to Encrypted Data with High Throughput and Accuracy,"Applying machine learning to a problem which involves medical, financial, or other types of sensitive data, not only requires accurate predictions but also careful attention to maintaining data pri..."
ref-7b064f7b,83,abstract,semantic_scholar,ok,200,1059,1.0,Modern Privacy-Preserving Record Linkage Techniques: An Overview,"Record linkage is the challenging task of deciding which records, coming from disparate data sources, refer to the same entity. Established back in 1946 by Halbert L. Dunn, the area of record linkage has received tremendous attention over the years due to its numerous real-world applications, and has led to a plethora of technologies, methods, metrics, and systems. A major direction in record linkage regards methods for linking records in a privacy-preserving manner, where sensitive and personally identifiable information in the records is not leaked as part of the linkage process. In this article, we provide an overview of the large body of research literature in privacy-preserving record linkage, discuss the different generations of techniques that have been proposed, their advantages and limitations, and present a taxonomy as well as an extensive survey on the latest generation of methods. We conclude this work with a roadmap to the new generation of analytics-driven techniques that aims to address some of the major challenges in the field."
ref-5799a6c8,84,summary,web_page,ok,200,1500,,"Better, broader, safer: using health data for research and analysis - GOV.UK","Professor Ben Goldacre’s review into how the efficient and safe use of health data for research and analysis can benefit patients and the healthcare sector. We use some essential cookies to make this website work. We’d like to set additional cookies to understand how you use GOV.UK, remember your settings and improve government services. We also use cookies set by other sites to help us deliver content from their services. You have accepted additional cookies. You can change your cookie settings at any time. You have rejected additional cookies. You can change your cookie settings at any time. Professor Ben Goldacre’s review into how the efficient and safe use of health data for research and analysis can benefit patients and the healthcare sector. Get emails about this page 2019 to 2022 Johnson Conservative government ""> This was published under the 2019 to 2022 Johnson Conservative government Applies to England Documents Better, broader, safer: using health data for research and analysis HTML Better, broader, safer: using health data for research and analysis PDF , 2.85 MB , 112 pages Better, broader, safer: using health data for research and analysis – executive summary PDF , 192 KB , 5 pages Better, broader, safer: using health data for research and analysis – summary PDF , 517 KB , 18 pages Professor Ben Goldacre was commissioned by the government in February 2021 to review how to improve safety and security in the use of health data for research and analysis. The report "
ref-62a3eea5,85,abstract,openalex,ok,200,266,1.0,How to play ANY mental game,"We present a polynomial-time algorithm that, given as a input the description of a game with incomplete information and any number of players, produces a protocol for playing the game that leaks no partial information, provided the majority of the players is honest."
ref-e355593d,86,abstract,arxiv,ok,200,978,1.0,Generative Adversarial Networks,"We propose a new framework for estimating generative models via an adversarial process, in which we simultaneously train two models: a generative model G that captures the data distribution, and a discriminative model D that estimates the probability that a sample came from the training data rather than G. The training procedure for G is to maximize the probability of D making a mistake. This framework corresponds to a minimax two-player game. In the space of arbitrary functions G and D, a unique solution exists, with G recovering the training data distribution and D equal to 1/2 everywhere. In the case where G and D are defined by multilayer perceptrons, the entire system can be trained with backpropagation. There is no need for any Markov chains or unrolled approximate inference networks during either training or generation of samples. Experiments demonstrate the potential of the framework through qualitative and quantitative evaluation of the generated samples."
ref-c73c7e9b,87,manual,web_page,ok,200,1440,,Privacy Sandbox,"Privacy-focused APIs and updates for cookies, advertising, identity, personalization, and fraud prevention. / English Deutsch Español – América Latina Français Indonesia Italiano Polski Português – Brasil Tiếng Việt Türkçe Русский עברית العربيّة فارسی हिंदी বাংলা ภาษาไทย 中文 – 简体 中文 – 繁體 日本語 한국어 Home Sign in Some Privacy Sandbox technologies are being phased out. See our Update on Plans for Privacy Sandbox Technologies . Privacy Sandbox feature status provides more information about the status of individual APIs and platform features. Privacy Sandbox Send feedback Stay organized with collections Save and categorize content based on your preferences. Privacy Sandbox Multiple technologies have been developed as part of the Privacy Sandbox initiative. We will continue to retain information on this site, even for features that have not been implemented or that are scheduled to be phased out. Cookies Understand how cookies work, and how third-party cookies may be restricted. Learn more Private advertising APIs Learn about Privacy Sandbox solutions intended to serve advertising use cases without third-party identifiers. Learn more Except as otherwise noted, the content of this page is licensed under the Creative Commons Attribution 4.0 License , and code samples are licensed under the Apache 2.0 License . For details, see the Google Developers Site Policies . Java is a registered trademark of Oracle and/or its affiliates."
ref-390b6176,88,full,web_page,ok,200,1500,1.0,Sharing our latest differential privacy milestones and advancements - Google Developers Blog,"Google is committed to investing in privacy-enhancing technologies (PETs) to ensure user data privacy, improving products like Google Home and Google Search. As new digital platforms and services emerge, the challenge of keeping users’ information safe online is growing more complex – novel technologies require novel privacy solutions. At Google, we continue to invest in privacy-enhancing technologies (PETs), a family of cutting-edge tools that help solve the critical task of data processing by providing people guarantees that their personal information is kept private and secure. Over the past decade, we’ve integrated PETs throughout our product suite, used them to help tackle societal challenges and made many of our own freely available to developers and researchers around the world via open source projects. Today we’re excited to share updates on our work with differential privacy, a mathematical framework that allows for analysis of datasets in a privacy-preserving way to help ensure individual information is never revealed. Differential privacy is a PET not known by most users, but one of the unsung heroes behind some of the most widely used tech features today. But like many PETs, industry adoption of differential privacy can be challenging for many reasons: complex technical integrations, limited scalability for large applications, high costs for computing resources and more. We’re pleased to announce we have achieved what we know to be the largest application of diffe"
ref-87fb8dc7,89,manual,web_page,ok,200,1349,,Confidential VM documentation | Google Cloud Documentation,"Enables encryption of data in use, utilizing advanced security technologies offered by modern CPUs and confidential computing cloud services. / Console English Deutsch Español Español – América Latina Français Indonesia Italiano Português Português – Brasil 中文 – 简体 中文 – 繁體 日本語 한국어 Sign in Compute Engine Confidential VM Start free Home Documentation Compute Compute Engine Confidential VM Confidential VM documentation Read product documentation A Confidential VM is a type of Compute Engine virtual machine (VM) that enables enhanced performance and security. Confidential VM includes inline memory encryption to secure processing of sensitive data in memory. Together with encryption at rest and encryption in transit, inline memory encryption allows you to keep your data and apps encrypted at all times. Go to the Confidential VM product page for more. Access 20+ free products for common use cases, including AI APIs, VMs, data warehouses, and more. Quickstart: Create a Confidential VM instance Validating Confidential VMs using Cloud Monitoring Except as otherwise noted, the content of this page is licensed under the Creative Commons Attribution 4.0 License , and code samples are licensed under the Apache 2.0 License . For details, see the Google Developers Site Policies . Java is a registered trademark of Oracle and/or its affiliates."
ref-4527701c,90,full,web_page,ok,200,1500,1.0,Using Privacy Enhancing Technologies to Enable International Data Sharing – Government Digital Service,"Hear from the GDS team, in collaboration with colleagues in NHSE, on the results of their pilot using novel Privacy Enhancing Technologies (PETs) to enable international data collaboration on ultra-rare childhood cancer data. https://gds.blog.gov.uk/2025/10/09/using-privacy-enhancing-technologies-to-enable-international-data-sharing/ Over the last year the Department for Science, Innovation and Technology (DSIT) has piloted the use of novel Privacy Enhancing Technologies (PETs) to enable NHS England’s National Disease Registration Service (NDRS) and the US National Cancer Institute (NCI) to study ultra-rare childhood tumours, securely, lawfully and at speed: protecting patient privacy and keeping NHS data under NHS control. The pilot builds on experience from the 2022-23 UK-US Privacy-Enhancing Technologies (PETs) prize challenges . This blog explains why the pilot matters, how it works, and what it tells us about the future of digital innovation in government, and the commitments in the Blueprint for Modern Digital Government . Data on cancer is gathered by disease registries at national or subnational scale. Every childhood cancer subtype is rare; some affect fewer than two children per million each year. Pooling data over a larger geography helps researchers to better understand these diseases and improve patient outcomes by enabling more robust analyses and providing clinicians and patients with accurate statistics for prognoses. The need to protect patient privacy to com"
ref-42c5757e,91,summary,web_page,ok,200,1500,,The Five Safes Framework - GOV.UK,"The Five Safes framework is a set of principles which enable data services to provide safe research access to data. We use some essential cookies to make this website work. We’d like to set additional cookies to understand how you use GOV.UK, remember your settings and improve government services. We also use cookies set by other sites to help us deliver content from their services. You have accepted additional cookies. You can change your cookie settings at any time. You have rejected additional cookies. You can change your cookie settings at any time. The Five Safes framework is a set of principles which enable data services to provide safe research access to data. The Five Safes framework is a set of principles which enable data services to provide safe research access to data. The framework originated from the ONS and was developed by them and other data providers in the 2010s. The framework has become best practice in data protection whilst fulfilling the demands of open science and transparency. Five Safes was adopted more recently in 2020 by a range of other Trusted Research Environments (TREs) across the UK including Health Data Research-UK (HDR-UK) and National Institute for Health Research Design Service (NIHR) . Following the Five Safes, the UK Data Service Secure Lab provides Approved Researchers with controlled access to sensitive or confidential data, enabling researchers to access and use datasets in a secure and responsible way. Contents Is this page useful? M"
ref-47ebd8ed,92,abstract,crossref,ok,200,1192,1.0,Identifying Personal Genomes by Surname Inference,"Anonymity Compromised The balance between maintaining individual privacy and sharing genomic information for research purposes has been a topic of considerable controversy. Gymrek et al. (p. 321 ; see the Policy Forum by Rodriguez et al. ) demonstrate that the anonymity of participants (and their families) can be compromised by analyzing Y-chromosome sequences from public genetic genealogy Web sites that contain (sometimes distant) relatives with the same surname. Short tandem repeats (STRs) on the Y chromosome of a target individual (whose sequence was freely available and identified in GenBank) were compared with information in public genealogy Web sites to determine the shortest time to the most recent common ancestor and find the most likely surname, which, when combined with age and state of residency identified the individual. When STRs from 911 individuals were used as the starting points, the analysis projected a success rate of 12% within the U.S. male population with Caucasian ancestry. Further analysis of detailed pedigrees from one collection revealed that families of individuals whose genomes are in public repositories could be identified with high probability."
ref-a04841e1,93,abstract,web_page,ok,200,262,1.0,Faster Homomorphic Linear Transformations in HElib | Springer Nature Link,"HElib is a software library that implements homomorphic encryption (HE), with a focus on effective use of &#8220;packed&#8221; ciphertexts. An important operation is applying a known linear map to a vector of encrypted data. In this paper, we describe several..."
ref-93406e22,94,abstract,title_fallback,fallback,404,0,,,
ref-49977bd5,95,abstract,arxiv,ok,200,977,1.0,"Precision-based attacks and interval refining: how to break, then fix, differential privacy on finite computers","Despite being raised as a problem over ten years ago, the imprecision of floating point arithmetic continues to cause privacy failures in the implementations of differentially private noise mechanisms. In this paper, we highlight a new class of vulnerabilities, which we call \emph{precision-based attacks}, and which affect several open source libraries. To address this vulnerability and implement differentially private mechanisms on floating-point space in a safe way, we propose a novel technique, called \emph{interval refining}. This technique has minimal error, provable privacy, and broad applicability. We use interval refining to design and implement a variant of the Laplace mechanism that is equivalent to sampling from the Laplace distribution and rounding to a float. We report on the performance of this approach, and discuss how interval refining can be used to implement other mechanisms safely, including the Gaussian mechanism and the exponential mechanism."
ref-f577b2a7,96,abstract,web_page,ok,200,264,1.0,Towards Measuring Maturity of Privacy-Enhancing Technologies | Springer Nature Link,"The assessment of the maturity of Privacy-Enhancing Technologies (PETs) is a complex and challenging task, which can only be performed by experts in the field. However, at the same time, the need for precise technology readiness and quality definitions for PETs..."
ref-69a11c1f,97,abstract,arxiv,ok,200,865,1.0,Federated Learning for Mobile Keyboard Prediction,"We train a recurrent neural network language model using a distributed, on-device learning framework called federated learning for the purpose of next-word prediction in a virtual keyboard for smartphones. Server-based training using stochastic gradient descent is compared with training on client devices using the Federated Averaging algorithm. The federated algorithm, which enables training on a higher-quality dataset for this use case, is shown to achieve better prediction recall. This work demonstrates the feasibility and benefit of training language models on client devices without exporting sensitive user data to servers. The federated learning environment gives users greater control over the use of their data and simplifies the task of incorporating privacy by default with distributed training and aggregation across a population of client devices."
ref-11eb1cd4,98,abstract,arxiv,ok,200,1747,1.0,Private federated learning on vertically partitioned data via entity resolution and additively homomorphic encryption,"Consider two data providers, each maintaining private records of different feature sets about common entities. They aim to learn a linear model jointly in a federated setting, namely, data is local and a shared model is trained from locally computed updates. In contrast with most work on distributed learning, in this scenario (i) data is split vertically, i.e. by features, (ii) only one data provider knows the target variable and (iii) entities are not linked across the data providers. Hence, to the challenge of private learning, we add the potentially negative consequences of mistakes in entity resolution. Our contribution is twofold. First, we describe a three-party end-to-end solution in two phases ---privacy-preserving entity resolution and federated logistic regression over messages encrypted with an additively homomorphic scheme---, secure against a honest-but-curious adversary. The system allows learning without either exposing data in the clear or sharing which entities the data providers have in common. Our implementation is as accurate as a naive non-private solution that brings all data in one place, and scales to problems with millions of entities with hundreds of features. Second, we provide what is to our knowledge the first formal analysis of the impact of entity resolution's mistakes on learning, with results on how optimal classifiers, empirical losses, margins and generalisation abilities are affected. Our results bring a clear and strong support for federated learning: under reasonable assumptions on the number and magnitude of entity resolution's mistakes, it can be extremely beneficial to carry out federated learning in the setting where each peer's data provides a significant uplift to the other."
ref-ef7c2f77,99,abstract,crossref,ok,200,1640,1.0,High-Throughput Secure Multiparty Computation with an Honest Majority in Various Network Settings,"In this work, we present novel protocols over rings for semi-honest secure three-party computation (3PC) and malicious four-party computation (4PC) with one corruption. While most existing works focus on improving total communication complexity, challenges such as network heterogeneity and computational complexity, which impact MPC performance in practice, remain underexplored. Our protocols address these issues by tolerating multiple arbitrarily weak network links between parties without any substantial decrease in performance. Additionally, they significantly reduce computational complexity by requiring up to half the number of basic instructions per gate compared to related work. These improvements lead to up to twice the throughput of state-of-the-art protocols in homogeneous network settings and up to eight times higher throughput in real-world heterogeneous settings. These advantages come at no additional cost: Our protocols maintain the best-known total communication complexity per multiplication, requiring 3 elements for 3PC and 5 elements for 4PC.We implemented our protocols alongside several state-of-the-art protocols (Replicated 3PC, ASTRA, Fantastic Four, Tetrad) in a novel open-source C++ framework optimized for high throughput. Five out of six implemented 3PC and 4PC protocols achieve more than one billion 32-bit multiplications or over 32 billion AND gates per second using our implementation in a 25 Gbit/s LAN environment. This represents the highest throughput achieved in 3PC and 4PC so far, outperforming existing frameworks like MP-SPDZ, ABY3, MPyC, and MOTION by two to three orders of magnitude."
ref-b94bbe6c,100,abstract,crossref,ok,200,1162,1.0,LOGAN: Membership Inference Attacks Against Generative Models,"Abstract Generative models estimate the underlying distribution of a dataset to generate realistic samples according to that distribution. In this paper, we present the first membership inference attacks against generative models: given a data point, the adversary determines whether or not it was used to train the model. Our attacks leverage Generative Adversarial Networks (GANs), which combine a discriminative and a generative model, to detect overfitting and recognize inputs that were part of training datasets, using the discriminator’s capacity to learn statistical differences in distributions. We present attacks based on both white-box and black-box access to the target model, against several state-of-the-art generative models, over datasets of complex representations of faces (LFW), objects (CIFAR-10), and medical images (Diabetic Retinopathy). We also discuss the sensitivity of the attacks to different training parameters, and their robustness against mitigation strategies, finding that defenses are either ineffective or lead to significantly worse performances of the generative models in terms of training stability and/or sample quality."
ref-bb6ab8d2,101,abstract,pdf,ok,200,1500,,,"Automated Analysis of Halo2 Circuits FatemehHeidariSoureshjani1,2, MathiasHall-Andersen3, MohammadMahdiJahanara2, JeffreyKam2, JanGorzny2 and MohsenAhmadvand2 1ComputerEngineeringandSoftwareEngineeringDepartment,PolytechniqueMontréal,Montreal,Quebec,Canada 2Quantstamp,Inc.,USA 3DepartmentofComputerScience,AarhusUniversity,Denmark Abstract Zero-knowledgeproofsystemsarebecomingincreasinglyprevalentandbeingwidelyusedtosecure decentralizedfinancialsystemsandprotecttheprivacyofusers.Giventhesensitivityoftheseapplications, zero-knowledgeproofsystemsareanaturaltargetforformalverificationmethods.Wedescribemethods for checking one such proof system: Halo2. We use abstract interpretation and an SMT solver to checkvariouspropertiesofHalo2circuits.Usingabstractinterpretation,wecandetectunusedgates, unconstrained cells, and unused columns. Using an SMT solver, we can detect under-constrained circuits(inthesensethatforthesamepublicinputtheyhavetwoefficientlycomputablesatisfying assignments).ThisisthefirstworkweareawareofthatapplieslightweightformalmethodstoPLONKish arithmetizationandHalo2circuits. Keywords Zero-KnowledgeProofSystems,Halo2,FormalMethods,AbstractInterpretation,SMT 1. Introduction A zero-knowledge proof system is a protocol that allows a prover to convince a verifier that certain statement is true without revealing any other information [1]. Recently, a specific typeoftheseproofsystemswhichareclassedasaso-calledzk-SNARK (definedbelow)have gainedpopularityinpartduetotheirappli"
ref-96c73a69,102,abstract,semantic_scholar,ok,200,2200,1.0,Deep Models Under the GAN: Information Leakage from Collaborative Deep Learning,"Deep Learning has recently become hugely popular in machine learning for its ability to solve end-to-end learning systems, in which the features and the classifiers are learned simultaneously, providing significant improvements in classification accuracy in the presence of highly-structured and large databases. Its success is due to a combination of recent algorithmic breakthroughs, increasingly powerful computers, and access to significant amounts of data. Researchers have also considered privacy implications of deep learning. Models are typically trained in a centralized manner with all the data being processed by the same training algorithm. If the data is a collection of users' private data, including habits, personal pictures, geographical positions, interests, and more, the centralized server will have access to sensitive information that could potentially be mishandled. To tackle this problem, collaborative deep learning models have recently been proposed where parties locally train their deep learning structures and only share a subset of the parameters in the attempt to keep their respective training sets private. Parameters can also be obfuscated via differential privacy (DP) to make information extraction even more challenging, as proposed by Shokri and Shmatikov at CCS'15. Unfortunately, we show that any privacy-preserving collaborative deep learning is susceptible to a powerful attack that we devise in this paper. In particular, we show that a distributed, federated, or decentralized deep learning approach is fundamentally broken and does not protect the training sets of honest participants. The attack we developed exploits the real-time nature of the learning process that allows the adversary to train a Generative Adversarial Network (GAN) that generates prototypical samples of the targeted training set that was meant to be private (the samples generated by the GAN are intended to come from the same distribution as the training data). Interestingly, we show that record-level differential privacy applied to the shared parameters of the model, as suggested in previous work, is ineffective (i.e., record-level DP is not designed to address our attack)."
ref-031e3263,103,abstract,arxiv,ok,200,973,1.0,"($k$,$ε$)-Anonymity: $k$-Anonymity with $ε$-Differential Privacy","The explosion in volume and variety of data offers enormous potential for research and commercial use. Increased availability of personal data is of particular interest in enabling highly customised services tuned to individual needs. Preserving the privacy of individuals against reidentification attacks in this fast-moving ecosystem poses significant challenges for a one-size fits all approach to anonymisation. In this paper we present ($k$,$ε$)-anonymisation, an approach that combines the $k$-anonymisation and $ε$-differential privacy models into a single coherent framework, providing privacy guarantees at least as strong as those offered by the individual models. Linking risks of less than 5\% are observed in experimental results, even with modest values of $k$ and $ε$. Our approach is shown to address well-known limitations of $k$-anonymity and $ε$-differential privacy and is validated in an extensive experimental campaign using openly available datasets."
ref-696b4f16,104,abstract,web_page,ok,200,751,1.0,[2211.06550] TAPAS: a Toolbox for Adversarial Privacy Auditing of Synthetic Data,"Personal data collected at scale promises to improve decision-making and accelerate innovation. However, sharing and using such data raises serious privacy concerns. A promising solution is to produce synthetic data, artificial records to share instead of real data. Since synthetic records are not linked to real persons, this intuitively prevents classical re-identification attacks. However, this is insufficient to protect privacy. We here present TAPAS, a toolbox of attacks to evaluate synthetic data privacy under a wide range of scenarios. These attacks include generalizations of prior works and novel attacks. We also introduce a general framework for reasoning about privacy threats to synthetic data and showcase TAPAS on several examples."
ref-425917bb,105,summary,web_page,ok,200,1500,1.0,Intesa Sanpaolo and IBM secure digital transactions with fully homomorphic encryption,"Recommended meta description manually filled out/reviewed by seo focal This blog was made possible thanks to contributions from Nicola Bertoli, Sandra Grazia Tedesco, Alessio Di Michelangeli, Omri Soceanu, Akram Bitar, Allon Adir, Salvatore Sollami and Liam Chambers. Intesa Sanpaolo is one of the most trusted and profitable European banks. It offers commercial banking, corporate investment banking, asset management and insurance services. It is the leading bank in Italy with approximately 12 million customers served through its digital and traditional channels. The Cybersecurity Lab of Intesa Sanpaolo (ISP) needed to develop a sandbox to preserve the privacy of confidential information related to customers’ asset transactions during computation and in the bank’s system. Well-designed software applications encrypt sensitive data when it is at rest or in transit. This provides robust protection of data in those states. However, to analyse or process data in memory, it needs to be decrypted. This creates a window of vulnerability for threat actors to potentially exploit. Unencrypted data in use could be susceptible to external and insider threats, including data theft. Using homomorphic encryption prevents this. Homomorphic encryption differs from typical encryption methods by allowing computation to be performed directly on encrypted data without the need to decrypt it and without requiring access to a secret key to process it. The result of this computation remains encrypted i"
ref-692f3ba2,106,manual,web_page,ok,200,1500,,GitHub - IBM/helayers: IBM HElayers homomorphic encryption SDK for C++ and Python · GitHub,"IBM HElayers homomorphic encryption SDK for C++ and Python - IBM/helayers You signed in with another tab or window. Reload to refresh your session. You signed out in another tab or window. Reload to refresh your session. You switched accounts on another tab or window. Reload to refresh your session. Dismiss alert {{ message }} IBM / helayers Public Notifications You must be signed in to change notification settings Fork 9 Star 46 main Branches Tags Go to file Code Open more actions menu Folders and files Name Name Last commit message Last commit date Latest commit History 79 Commits 79 Commits HE4Cloud HE4Cloud LICENSE.md LICENSE.md README.md README.md View all files Repository files navigation HElayers Scope IBM HElayers is software development kit (SDK) for the practical and efficient execution of encrypted workloads using fully homomorphic encrypted data. HElayers is designed to enable application developers and data scientists to seamlessly apply advanced privacy preserving techniques without requiring specialized skills in cryptography. HElayers now powers IBM's FHE Cloud Service , a beta cloud service that enables data scientists and developers to deploy privacy preserving machine learning driven Software-as-a-Service (SaaS) applications in the Cloud. HElayers is provided under a community edition license for non-commercial use; see license . For commercial deployments and access to the source code, please contact chamliam@ie.ibm.com for the Premium Edition license. IBM"
ref-c7118a81,107,full,web_page,ok,200,1500,1.0,The ultimate tool for data privacy: Fully homomorphic encryption - IBM Research,"At IBM Research, we’re inventing what’s next in AI, quantum computing, and hybrid cloud to shape the world ahead. It’s now common practice to train machine-learning models in the cloud, using the cloud’s ability to scale performance, its lower maintenance cost, and access to on-demand computing. But the cloud is not always secure. To safeguard data, one solution is to train AI models with encrypted data sets, without making the secret key available in the cloud. This way, the cloud would train a model using data it cannot “see” to produce a model that only the data owner could decrypt and manipulate. Homomorphic encryption (HE) makes that possible. This technology enables oblivious computation over encrypted data. For instance, if you are a data scientist working in a bank, typically you’d have to go through various hoops – bureaucratic and data anonymization stages – to get access to anonymized data. Work takes a lot of time, models are not so accurate, and one can’t really rely on the power of the cloud. The anonymization process often goes beyond removing personally identifying information by adding noise, blurring, or dropping crucial details that might improve model accuracy substantially. With HE, however, clear text data is never exposed, meaning you’re not restricted to use only partial or anonymized information, allowing you to build more accurate models anywhere. Homomorphic encryption as a concept isn’t new – it’s been discussed and researched in academic circles f"
